Pct,lon,lat
636,-95.10979398284066,30.103068997638413
690,-95.5422124203042,30.126597637932
114,-95.58311055680166,30.122548414859914
49,-95.85756153380845,30.073678992918556
735,-95.5003529896513,30.125501123163712
529,-95.62194265981711,30.110203585732698
552,-95.52351854755327,30.10817481562988
758,-95.16843730874537,30.08512522012085
41,-95.41946932106914,30.085547439701056
452,-95.47089377948924,30.09581612120245
726,-95.67233260488844,30.080580594825303
672,-95.53849131097081,30.09086649018019
127,-95.6099122723941,30.082650175337104
126,-95.73177342993681,30.05817358278797
575,-95.51948520962839,30.0812417195637
588,-95.39207343753183,30.075637416361907
357,-95.18898153284962,30.077591722035688
98,-95.11810584859298,30.033175595295088
635,-95.2020235349939,30.073104529152737
851,-95.45701712366034,30.076825587966677
459,-95.17756632768041,30.063396572621457
110,-95.4194284937123,30.0622197710903
634,-95.37972509157532,30.067340370592245
586,-95.33877438792092,30.049194988740222
245,-95.59994716968998,30.04726995033946
612,-95.19553787396157,30.060209039830507
500,-95.43978610840863,30.053506799494723
340,-95.22259550583733,30.057769399029684
670,-95.1690417988095,30.059258464720333
590,-95.20413655601638,30.052311172369933
482,-95.48626737902245,30.058527224764354
263,-95.5067014223105,30.058831720868913
760,-95.14624927473,30.03736831636897
551,-95.57164855323714,30.0415402560675
700,-95.07177735425128,30.014112721757364
747,-95.36451615174838,30.054169934731462
246,-95.4649996819246,30.06162604003722
563,-95.17779260825645,30.038021218593013
596,-95.37431889443583,30.04594684942177
633,-95.45541481060445,30.04652417917585
485,-95.61224077020317,30.03702499853863
469,-95.21266122330842,30.037281774142027
199,-95.23174290436668,30.01930276956736
6,-95.39756044651196,30.047413289033774
874,-95.46981056671768,30.03675027901454
514,-95.49308750660533,30.029288879025433
599,-95.27605762421318,30.019747453145502
477,-95.5257118432546,30.03850731702667
853,-95.50812798001347,30.037189727658564
464,-95.47916610306095,30.038629405866228
351,-95.15564857041443,30.016970247430628
648,-95.53487052624256,30.025415903686664
121,-95.85919869010645,29.983836059890198
587,-95.34844000049804,30.023305990424085
399,-95.40423511679268,30.02995838437251
601,-95.5456018079075,30.0258448027798
550,-95.44820611576392,30.02737173770464
674,-95.17767534658005,30.012252674307074
465,-95.46335322276339,30.019327218926076
631,-95.51096508093617,30.018018280358596
657,-95.39145055961323,30.01135926771817
82,-95.56142387113347,30.019537695630987
124,-95.74858553460454,30.0042030360036
658,-95.19282213406376,30.00741975382307
756,-95.30175628033425,30.01049280545564
466,-95.48122534699118,30.009790729374753
449,-95.36926158709971,30.013454993266055
173,-95.62386596378647,30.015934072779963
111,-95.73270800401735,30.005379644489896
520,-95.43240264240511,29.997674625121583
659,-95.1444963593271,29.996484257850547
768,-95.6382765961762,29.993519905596845
623,-95.51798407765608,30.002621693737975
342,-95.35404180881372,29.979635472962308
112,-95.55220315941239,30.011300172427006
734,-95.70665177514343,29.98437223177656
615,-95.49895129003366,30.000879585882114
757,-95.46206118688681,29.987290813757895
729,-95.3801061656748,30.008495502779503
668,-95.56876439999934,29.999232771102267
108,-95.26315795002267,29.97963691824036
370,-95.6747349364883,29.98246344976051
334,-95.29053878122944,29.993424519215658
486,-95.59727909213399,30.004591516740504
515,-95.54423434400022,29.99919370740612
35,-95.30109941750348,30.003147127385645
502,-95.04170659252145,29.95442044792204
457,-95.30993347654106,30.00407096699072
764,-95.17896688280696,29.988602149301986
888,-95.23227371786771,29.98435562701848
442,-95.61734576287601,30.00083844647973
513,-95.51793639385697,29.99182429023166
604,-95.1156076075408,29.952937316650466
380,-95.17308743159312,29.90981917731603
451,-95.52744342672942,29.983917835380833
484,-95.57822827604565,29.975500274528518
614,-95.48866364156069,29.982400089934146
828,-95.62667752924204,29.987815348529885
447,-95.18798494742093,29.96484285505014
479,-95.58996785635645,29.98710127089942
805,-95.60477429277957,29.986941102434987
669,-95.54037835064632,29.97950758566972
478,-95.5540911719079,29.976152583579207
410,-95.31025461889388,29.96915066248846
363,-95.2274744073459,29.956784281446858
688,-95.64353607931261,29.970296225391262
531,-95.00889868084491,29.894752797614213
113,-95.5031484133126,29.972943079325884
602,-95.6148644362736,29.97427775059523
660,-95.4678921763297,29.969846654512335
592,-95.49165658373775,29.970596355721973
300,-95.66297561315965,29.972611966768426
516,-95.52307260437563,29.962640061393042
629,-95.43085574789761,29.964104487637535
840,-95.2817329772486,29.952424366902562
519,-95.5998172466928,29.96036147845022
468,-95.48586797013401,29.957185013516916
847,-95.25694143684892,29.948449069253016
794,-95.40754446169231,29.957781650145463
143,-95.70877784722195,29.9152117417278
358,-95.43144033194272,29.944647626409523
823,-95.56877241794874,29.95507286562299
549,-95.4593243474118,29.956242488228582
717,-95.46964888451194,29.957769872418115
125,-95.57795443137536,29.94826293674088
481,-95.6442914686026,29.952895418157553
97,-95.08120625242643,29.92098167301216
799,-95.26550860019931,29.95230483199322
101,-95.40881602819333,29.950023284254815
149,-95.74210298685787,29.91746840804387
83,-95.27614957451387,29.931880507720297
738,-95.31811159358782,29.942311443248336
409,-95.38356981470604,29.915894429709194
106,-95.37680548788882,29.94241525961035
698,-95.46366888117916,29.944891364503356
597,-95.54805934558638,29.943392020188274
641,-95.59702496042682,29.940061887167712
613,-95.48220575856234,29.94119933599894
314,-95.65822974890843,29.92257533519329
873,-95.50672684207824,29.94109205762784
767,-95.29385078508439,29.93549277310069
480,-95.61583610411445,29.940510536364354
705,-95.30540120630594,29.93530776120576
640,-95.6346867645258,29.936575742749238
241,-95.36067589666762,29.914676121148357
709,-95.67909148225434,29.91849155556085
737,-95.34210022648787,29.93272173874835
733,-95.29865943237026,29.92471755336108
45,-95.21161241525509,29.858284963586488
244,-95.55618331993746,29.927139478893274
548,-95.57571967660682,29.93082740026917
864,-95.43285606729165,29.924705217474038
697,-95.48268773559707,29.9280751290869
609,-95.53310993856333,29.904811460949784
397,-95.32311508645843,29.925285000040585
423,-95.40606749939664,29.922648757441632
50,-95.63826699274553,29.917848646754855
518,-95.59851034792503,29.917537887912275
382,-95.1350483488217,29.88556956019828
832,-95.25251434613986,29.888092316283352
61,-95.3957390815978,29.92458194564045
656,-95.27568696539119,29.89855764708769
713,-95.61771653823916,29.92297308901989
671,-95.57741295642306,29.917547124346957
868,-95.50418790057401,29.920069881051486
792,-95.32384082952022,29.91389886749151
743,-95.3030013275415,29.914514713331506
496,-95.51245242042584,29.90955525638281
366,-95.45339409143263,29.909034021759915
497,-95.30098874048856,29.903676450209435
467,-95.47859444614257,29.900200256952438
759,-95.56238260678292,29.912048776241317
780,-95.40071821279852,29.91014188338063
595,-95.425043225215,29.90760524352957
408,-95.40385584900488,29.89791785761934
664,-95.33117697705968,29.906066980034804
661,-95.54557669067273,29.892075214689843
185,-95.41728045126219,29.8917254112719
512,-95.60940948625878,29.894606411886944
225,-95.59249448811413,29.903671196024522
687,-95.56154912005142,29.9015895566416
495,-95.57713561223555,29.90220439036524
411,-95.33424611196573,29.894459679089156
584,-95.29526754241395,29.89132133381715
254,-95.31682267624288,29.87862782302719
800,-95.64341651025191,29.901408533917643
803,-95.67708354948552,29.897487610705934
608,-95.38349002455192,29.89535973196299
251,-95.06103890043683,29.874563080385332
494,-95.44485141999535,29.89181988416845
628,-95.49985182194351,29.88604209304168
855,-95.46590310694697,29.896480395749123
616,-95.66111815836378,29.89573257432209
593,-95.51574393262257,29.886715383805733
642,-95.62888446876,29.88490285971691
321,-95.38069540896689,29.879016786127398
723,-95.48355711995637,29.89022412892306
109,-95.45007684715948,29.87745806596377
861,-95.4726398102767,29.88910860697697
74,-95.5633673382511,29.886903318285203
651,-95.66771142822637,29.88393523533438
571,-95.34732735652297,29.877480285992696
320,-95.40159790764511,29.880547644535202
667,-95.64875644556317,29.88731486106831
591,-95.33483713641407,29.8801229714874
260,-95.58536069122508,29.872306155565056
859,-95.48919569828765,29.889012627474074
197,-95.42029615474054,29.87793527601386
870,-95.49458727427655,29.889020229673392
220,-95.10409539452823,29.825884673710803
169,-95.43289588441797,29.87553826909143
104,-95.30418644394115,29.874470596847292
147,-95.45784127242747,29.874508640528912
594,-95.47706908266746,29.877569921093368
779,-95.36082951811524,29.8824533163541
585,-95.26452675726398,29.862982369264866
460,-95.15267029492588,29.825248334373416
396,-95.28438952471416,29.864165737583782
848,-95.47140721017664,29.868769325233547
387,-95.03263718578131,29.828464754977205
714,-95.356030903065,29.867760964507426
63,-95.07445400852457,29.832485921779657
454,-95.29655096534314,29.862098694927923
622,-95.61705265389082,29.865009628412906
364,-95.50455650006225,29.870456087766257
152,-95.3468412858619,29.858818524223533
398,-95.6330034579727,29.866986248392767
676,-95.67618969845074,29.872349531323042
617,-95.71319677018793,29.87202752566197
787,-95.36788483012413,29.867055657433266
712,-95.73437090462926,29.869885560016904
326,-95.37901561015136,29.865650501620475
677,-95.39255079660433,29.86364673076345
579,-95.40180308483697,29.864438640922877
325,-95.40533161348921,29.851120308388793
252,-95.30750255573554,29.86165316555463
327,-95.42141020264636,29.856579696456627
383,-95.53667077599233,29.84910900259403
212,-95.32741700311833,29.853174022006677
119,-95.82640604809261,29.843174121573284
105,-95.36935645801115,29.852323015655706
795,-95.3788533343421,29.85510692145656
151,-95.31771519962494,29.850722797322
450,-95.46892139213705,29.854244515594964
270,-95.48052215985639,29.83983469714638
701,-95.5666888417122,29.860401698469513
107,-95.34548927523754,29.843723051214088
157,-95.45242008010455,29.858745228591545
498,-95.50281767912544,29.85666439452937
576,-95.44231740541302,29.85025237217944
155,-95.58758071118176,29.852702643802704
261,-95.39166411160006,29.854701864191707
150,-95.24025526448972,29.853298908275516
771,-95.6394973222527,29.861018053877643
643,-95.669299394918,29.85447340662354
205,-95.2699464531887,29.85104073727915
305,-95.71572954179932,29.838580295372804
611,-95.30537351707743,29.84854820053793
376,-95.20511746268066,29.826429895150284
371,-95.24235350401139,29.84626838672563
7,-95.2925914029625,29.84260482006982
401,-95.27615516594733,29.842015413536263
322,-95.4818564399605,29.856147858512923
115,-95.24892079685192,29.830577493182606
365,-95.41932710842913,29.84445844681604
683,-95.38708259127502,29.846543131944795
523,-95.63791126202888,29.846449286500512
341,-95.36678710418433,29.84181074693795
689,-95.5587760864729,29.841085791092425
184,-95.3802184224956,29.839946732866757
775,-95.34391541029647,29.840810070809777
230,-95.32412967016384,29.835972664946212
505,-95.46369963882935,29.830421056803388
583,-95.31273273146611,29.83472380462962
517,-95.65542650435785,29.84291992319716
353,-95.18926621541785,29.817194944443706
171,-95.34051595889359,29.82766740158498
650,-95.66795738057502,29.83488546633394
122,-95.39533005156858,29.83668315602685
367,-95.40545174421247,29.82875151947062
578,-95.44407717078104,29.838646064339244
145,-95.30661861587264,29.824046168198958
784,-95.29477145942488,29.835674502851823
804,-95.69392472447112,29.82566264719881
73,-95.4146913121185,29.828651385590682
324,-95.42311602487119,29.834917769143754
253,-95.28130716015562,29.82781646583925
582,-95.27598397010415,29.817872785612966
702,-95.34722688411021,29.829757854830902
117,-95.49400392313542,29.83327878679854
153,-95.36999378684604,29.831596396747955
581,-95.29673632522037,29.819044861121597
603,-95.7725909008421,29.809493963477482
448,-95.44359485017658,29.82944630129506
192,-95.38998715937507,29.827111244608457
386,-94.93790134388584,29.79502052693746
168,-95.32447645850841,29.824780379265963
189,-95.43406846390198,29.827320273206897
574,-95.32934626173608,29.825552604846532
610,-95.50190309717702,29.823242956585975
621,-95.61093105766756,29.81715904567124
543,-95.3646793728485,29.824101878533597
580,-95.31585028310926,29.815591609845047
264,-95.52139602012198,29.826326159731895
663,-95.42438280397337,29.8158078895422
797,-95.23473842042165,29.822368153780392
818,-95.23088748425928,29.808188043761568
310,-95.5378378337215,29.827216367768184
407,-95.55754433575763,29.822371341658595
446,-95.47957464915793,29.82199045836513
374,-95.25158390043083,29.80443247370976
195,-95.38889480921208,29.817593905647634
521,-95.71293283155005,29.824234975656406
813,-95.7299347736111,29.823327676025254
605,-95.14936507367378,29.796607406892356
463,-95.66677662519466,29.804964981610077
606,-95.32996982539242,29.814146034231047
344,-95.34261739656738,29.815073491383558
78,-95.36534587124088,29.81576874016429
250,-95.02193452367146,29.803827538957563
43,-95.49376881854293,29.812190161820837
330,-95.51136458972425,29.811822838636353
809,-95.4646019640357,29.809389661669098
637,-95.36128257144532,29.80523421343099
816,-95.2687908113506,29.801923985817222
368,-95.16042052918657,29.80092454824328
299,-95.4787492670677,29.807797847668056
413,-95.16868628344912,29.798349560270132
444,-95.53051256805301,29.808749205337932
207,-95.36434879565084,29.81067984262003
166,-95.38267969357945,29.810873294909744
75,-95.39801052024553,29.810067594581618
196,-95.3514478060355,29.805903198308346
833,-95.35080217043445,29.811210865666634
544,-95.34468633571855,29.802374289395612
739,-95.0072758368698,29.78090599226606
58,-95.41145579752714,29.79922297253395
725,-95.180018651299,29.798276265496778
86,-95.42342393961019,29.808240328423494
354,-95.19622299968299,29.80018406821143
740,-95.05831082983715,29.783771927548965
42,-95.30420798148059,29.803751092943617
406,-95.32060390575224,29.804848657287494
144,-95.3312339062181,29.804276209037653
80,-95.22439044838823,29.787771505567285
206,-95.3762803853774,29.80004238521311
165,-95.54916407477093,29.799148639133822
120,-95.57932984316697,29.795306560441002
618,-95.74186851753959,29.801318362817184
59,-95.39651595687818,29.803373258369934
204,-95.43953474269125,29.797890707878974
262,-95.5295750820568,29.79467641561261
373,-95.28804943261528,29.793424847068
577,-95.49324500391539,29.799522726359548
56,-95.55802079685117,29.795395668574354
138,-95.33175930999555,29.79607983320605
455,-95.31142840160172,29.796562628057035
54,-95.41715442861349,29.79363046401232
562,-95.31529782743792,29.790428144066283
589,-95.70474548269229,29.793788348296086
179,-95.46509626088442,29.797966868123137
846,-95.35177273162822,29.79664880929288
339,-95.35921746270776,29.795483997995753
707,-95.47963743299222,29.797571455083165
719,-95.14764979179277,29.781331026517734
57,-95.39678405177997,29.795316711855254
5,-95.38412201559603,29.794692634093146
824,-95.20105222140339,29.786478462719796
375,-95.17039304289361,29.784171819366616
414,-94.93233409507464,29.76252555770785
13,-95.03023851352152,29.75477440623914
1,-95.37437928839314,29.777021782286518
186,-95.32934822361516,29.788410525858655
116,-95.50407875312358,29.789489963986515
47,-95.34187657629053,29.784401665475528
259,-95.27317979380146,29.76907514612387
167,-95.34807674785381,29.788381578453667
854,-95.33403383908654,29.79049343401703
46,-95.36040359382564,29.785788476508408
812,-95.284421908281,29.786019209302392
720,-95.77668514498076,29.79353968366286
424,-95.46218110250962,29.788531706117677
266,-95.19234886187238,29.779058057741043
443,-95.48844829020322,29.79072509958529
28,-94.99020247292245,29.767590022193726
639,-95.81433460501057,29.793078154535717
811,-95.28875120723127,29.781946648572614
3,-95.38550212998796,29.77909277189205
53,-95.39293937901365,29.780904734042316
4,-95.37876241599288,29.785262628289903
44,-95.36232109567867,29.77895671411963
501,-95.40368041161906,29.78693380245891
560,-95.29546237423507,29.78198159046235
736,-95.35056076794926,29.786905068310244
79,-95.30574526139114,29.780886467964994
865,-95.32014320515671,29.784834188197625
412,-95.31412043714515,29.78054491221627
201,-95.331089045934,29.78371371131041
821,-95.22336674661959,29.776602731326008
827,-95.16752142073527,29.77367998601838
161,-95.32072939817152,29.778418137361587
852,-95.3478209097027,29.78205410462376
844,-95.350190513064,29.782908034933698
160,-95.33744196203698,29.775620378033516
71,-95.41927156462074,29.77795117553279
55,-95.40340109423677,29.776677030457623
730,-95.46214502475604,29.77565080696168
274,-95.47584411601358,29.776093644153526
209,-95.5320670713643,29.784601838100308
213,-95.49890938362853,29.77135700725017
441,-95.51969196344196,29.77970408327862
62,-95.2923496564329,29.756697974388306
265,-95.54207819100661,29.77244910693992
439,-95.55426157118508,29.774961770649526
70,-95.43752633867366,29.767943250901357
258,-95.56815659494417,29.772599362395617
369,-95.35721080954907,29.769124108304048
309,-95.58198778191617,29.776015335304518
483,-95.60568866160547,29.778144797787036
867,-95.34886341996352,29.777041492960947
95,-95.63545740431955,29.7785134000291
48,-95.33125859678614,29.7682927630049
229,-95.24209021957766,29.770489265097723
769,-95.25518842633811,29.770867982262136
400,-95.68391326997408,29.771549184919046
159,-95.3399536238094,29.76733013200282
162,-95.19945908899115,29.75505466952784
522,-95.72770598260439,29.777630853256127
509,-95.74353225855909,29.771826480233887
202,-95.32044872222647,29.766448839021624
751,-95.78059866650057,29.777429567193092
772,-95.71088317221009,29.765624947237658
362,-95.76308969977335,29.76009029245134
273,-95.51488999387524,29.759571465885962
440,-95.53182270840112,29.764720042120683
710,-95.4166306547475,29.76778727673055
164,-95.25946480171169,29.750977852143116
163,-95.23925580252748,29.763547912864908
838,-95.25784353946666,29.768302112582823
346,-95.05927343651643,29.72048838998091
437,-95.61318594087763,29.76736327081863
810,-95.28138227053589,29.760275472903874
269,-95.47284925280209,29.76702450772391
533,-94.95368306903777,29.74942514064247
52,-95.40414137894075,29.76578336621339
866,-95.34395629817311,29.768383118566373
2,-95.38287128829582,29.766087491895682
438,-95.5947424088524,29.76823864653039
303,-95.49136436041863,29.758820212123346
532,-94.94508374501461,29.74478448452707
302,-95.16200826018928,29.703290529704486
187,-95.28530289884219,29.758592900053483
12,-94.97048877706817,29.753227940817496
681,-95.37308822967553,29.76563244676715
680,-95.37572914712959,29.7626515027704
9,-95.3411949724236,29.754886061040505
461,-95.6346164396353,29.76400073089029
675,-95.3678220074974,29.76555898010337
16,-95.36576161852747,29.754402380594467
645,-95.61883828505408,29.75418266162206
30,-95.38054573664087,29.757506456854177
81,-95.2262130391244,29.741766966050832
547,-95.7608712596479,29.76978931927006
208,-95.24671012006019,29.743735374373127
37,-95.39498133158015,29.754121844715026
644,-95.74026735043344,29.748457682372628
99,-94.97432210122163,29.74105085597513
619,-95.72802922578828,29.759491359201917
234,-95.46703669291621,29.756625032454263
33,-95.38802111760684,29.75437413988079
626,-95.57970387223638,29.7520127428204
200,-95.40422389877716,29.754842366608766
10,-95.3271923233499,29.750931674588877
227,-95.4226097074272,29.753571013467717
435,-95.48161612464695,29.755626866893458
856,-95.3306001014721,29.759152987083407
492,-95.57043243571106,29.75210749732387
19,-95.35424526987813,29.745822632298704
499,-95.55312487514354,29.7528632324666
102,-95.00322737511321,29.724637227646074
32,-95.37784313557903,29.747433824463005
434,-95.45291657621203,29.75083232631873
11,-95.3155469209778,29.746634594496506
135,-95.44325210101226,29.74826564641425
356,-95.56288265433643,29.748965499844118
530,-95.30137235216482,29.748427310958025
395,-95.60179175602751,29.753123454940482
100,-94.97925580956516,29.720553444545942
385,-95.53451071768521,29.753777305135195
249,-94.95773310613781,29.702635872431618
504,-95.592093091116,29.751936154465895
527,-95.20346360252815,29.72342023168913
64,-95.29400368055788,29.739271980364844
38,-95.40271567926756,29.746005423314
248,-94.97591964893037,29.72779481248643
528,-95.26914003324116,29.743360867011603
312,-95.51010429183712,29.74294042409986
20,-95.37303135508641,29.740308136462872
711,-95.6366220177701,29.745046143917957
130,-95.5451558658046,29.744210492675546
510,-95.61192463413121,29.745530845294297
34,-95.38648111810525,29.74307623057784
217,-95.4229865705863,29.745113945371614
491,-95.467262467314,29.74430261674123
808,-95.37624682732117,29.744271673225153
436,-95.47858646399814,29.744713776290244
69,-95.30619521232754,29.739616278175912
129,-95.49322941404836,29.74376720533273
27,-95.32732662150781,29.73702304123444
65,-95.2851125529698,29.732037720336855
24,-95.35920791033993,29.739379591724767
39,-95.39908851570459,29.736413368118992
572,-95.53034574189614,29.74184091835113
60,-95.40501219124535,29.738528859304935
26,-95.33388721408838,29.732078204145182
727,-95.58674155644776,29.73981095549769
139,-95.41766988561113,29.737715409302886
857,-95.25586980172535,29.728757231085016
233,-95.43106242108735,29.73527126187447
21,-95.37075825682052,29.733752724877245
625,-95.59874008984147,29.741132176947914
177,-95.44400354801233,29.734829126654592
178,-95.45370401127917,29.735382451847663
198,-95.36164441181486,29.73372130458556
569,-95.46603699672836,29.735331924523784
218,-95.31351663650295,29.725537213290185
25,-95.35162716831647,29.73272013662538
123,-95.3889137686905,29.735143122175682
272,-95.48498616405168,29.73467401022599
802,-95.396534579772,29.735575559986327
389,-95.34259921602907,29.722998615515138
282,-95.50766218682409,29.729875151972614
210,-95.37527543239561,29.722280905588246
839,-95.51966916257433,29.73209498084506
298,-95.5328697045568,29.731954786714116
193,-95.36551545880711,29.72817652064379
807,-95.54389448258655,29.732652670385242
432,-95.49138846022562,29.72878401362842
559,-95.56397322929664,29.728536330506326
194,-95.38308394373327,29.725764699584897
40,-95.3984236160069,29.728378399197034
72,-95.29898097527068,29.719295544968045
620,-95.58317284071003,29.725370106684245
247,-95.35560573089937,29.725370665769066
66,-95.26542063172946,29.718342941354308
765,-95.6119790898604,29.725435245192866
860,-95.2431947192124,29.722714573748096
558,-95.63132707370428,29.723506502349423
871,-95.33331526195462,29.722675446173355
814,-95.6518617769207,29.72187767608403
600,-95.67047638953215,29.714809475042486
570,-95.45427758057967,29.72541305833501
360,-95.42977698910896,29.727097442908615
345,-95.47483834749796,29.721881587891925
85,-95.36013260909135,29.719133046760582
222,-95.41072208449903,29.72154130975188
433,-95.52349390007207,29.724894223715463
686,-95.53133727195998,29.72759772896038
540,-95.39074944478571,29.710664188869814
15,-95.42426001884222,29.720206753292757
566,-95.54514226273051,29.72328411124633
632,-95.39337362162966,29.714361569478076
183,-95.43644466304195,29.71766988875368
343,-95.32280991987255,29.709672164582656
214,-95.46539060073434,29.713211837064208
133,-95.44449346640938,29.714770798109726
361,-95.40272478775962,29.717141165994132
154,-95.29463418623283,29.709709395380234
431,-95.48482491354558,29.71507719981631
215,-95.45360012690551,29.713513346419244
567,-95.51107068374448,29.71561080845348
390,-95.3484650600592,29.71418055365312
136,-95.36647181006003,29.71408289989058
226,-95.28273010597525,29.708385591430833
84,-95.12855323553713,29.705939756826133
535,-95.16940946807297,29.709512198270108
301,-95.18105890979639,29.706071308093488
704,-95.10119106543011,29.696526910775738
297,-95.52932614211485,29.712998750979065
786,-95.19529455138034,29.70125757240133
190,-95.20839611327817,29.70475035858801
228,-95.34631247632402,29.707764717205112
87,-95.42665131036378,29.71107702814621
777,-95.22112181135664,29.704860497033927
507,-95.54751950157333,29.711800816808296
148,-95.411341507626,29.710413446183786
140,-95.37123748214367,29.70703246714134
561,-95.01320404316176,29.677247323134786
67,-95.30508436738872,29.696472027362912
430,-95.50076930127048,29.70834993068966
89,-95.43665742583241,29.708959212287727
508,-95.5682052606639,29.7060572151219
23,-95.28303162255071,29.702292339911537
94,-95.26900767852352,29.702280007222125
181,-95.24507632145087,29.69849709705006
156,-95.33485685523573,29.698605742635667
471,-95.06510083585002,29.68471399182149
487,-95.59389957490407,29.705024390610276
335,-95.4852918115206,29.703513231535148
